Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;ANSWER;Text;Likert;Source;Source_topic;ShowProgressBar
27;1642521421103;18/01/2022 15:57:01;1642521421047;2;18/01/2022 17:57:01;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;2;4;Screen 3;Zone3;response_rating_scale_likert;76418;;;Luotettava;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
28;1642521451262;18/01/2022 15:57:31;1642521421050;2;18/01/2022 17:57:01;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;2;4;Screen 3;Zone5;response_text_area;76418;;;Artikkelin kirjoittaja ja artikkelin julkaisupaikka. Kirjoittajalla vaikutti olevan tietoa asioista.;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
29;1642521451262;18/01/2022 15:57:31;1642521421050;2;18/01/2022 17:57:01;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;2;4;Screen 3;Zone6;continue_button;76418;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
30;1642521451262;18/01/2022 15:57:31;1642521429140;2;18/01/2022 17:57:09;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;2;5;Screen 10;Zone3;response_rating_scale_likert_active;8078.000000000116;;;Paljon;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
31;1642521451262;18/01/2022 15:57:31;1642521433515;2;18/01/2022 17:57:13;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;2;6;Screen 4;Zone3;response_rating_scale_likert_active;4364.000000000116;;;Vakuuttava;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
32;1642521451262;18/01/2022 15:57:31;1642521437915;2;18/01/2022 17:57:17;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;2;7;Screen 2;Zone3;response_rating_scale_likert_active;4388.000000000116;;;En osaa sanoa;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
33;1642521451262;18/01/2022 15:57:31;1642521442387;2;18/01/2022 17:57:22;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;2;8;Screen 11;Zone3;response_rating_scale_likert_active;4462;;;Luultavasti en;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
34;1642521451262;18/01/2022 15:57:31;1642521446010;2;18/01/2022 17:57:26;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;2;9;Screen 7;Zone3;response_rating_scale_likert_active;3612;;;Jokseenkin tuttu;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
35;1642521451262;18/01/2022 15:57:31;1642521448511;2;18/01/2022 17:57:28;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;2;10;Screen 8;Zone3;response_rating_scale_likert_active;2490;;;Hyvin kiinnostavana;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
36;1642521452419;18/01/2022 15:57:32;1642521452314;2;18/01/2022 17:57:32;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;2;11;Screen 9;Zone3;response_rating_scale_likert_active;3792.0000000001164;;;Jokseenkin uteliaasti;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
37;1642521571929;18/01/2022 15:59:31;1642521571646;2;18/01/2022 17:59:31;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;3;1;Screen 1;advancementZone;continue_button;119261;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
38;1642521576859;18/01/2022 15:59:36;1642521576807;2;18/01/2022 17:59:36;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;3;2;Screen 5;Zone8;response_button_image;5129;;;SAM_1.7.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
39;1642521578923;18/01/2022 15:59:38;1642521578876;2;18/01/2022 17:59:38;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;3;3;Screen 6;Zone14;response_button_image;2042.0000000001164;;;SAM_2.3.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
40;1642521626931;18/01/2022 16:00:26;1642521626648;2;18/01/2022 18:00:26;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;3;4;Screen 3;Zone3;response_rating_scale_likert;47754;;;Ei epäluotettava eikä luotettava;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
41;1642521657041;18/01/2022 16:00:57;1642521626650;2;18/01/2022 18:00:26;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;3;4;Screen 3;Zone5;response_text_area;47754;;;Tunnettu toimija, mutta kirjoittajan pätevyyttä ei kerrottu.;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
42;1642521657041;18/01/2022 16:00:57;1642521626651;2;18/01/2022 18:00:26;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;3;4;Screen 3;Zone6;continue_button;47754;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
43;1642521657041;18/01/2022 16:00:57;1642521630088;2;18/01/2022 18:00:30;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;3;5;Screen 10;Zone3;response_rating_scale_likert_active;3427.0000000001164;;;Jonkin verran;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
44;1642521657041;18/01/2022 16:00:57;1642521633504;2;18/01/2022 18:00:33;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;3;6;Screen 4;Zone3;response_rating_scale_likert_active;3408;;;Neutraali;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
45;1642521657041;18/01/2022 16:00:57;1642521636287;2;18/01/2022 18:00:36;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;3;7;Screen 2;Zone3;response_rating_scale_likert_active;2772;;;Luultavasti en;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
46;1642521657041;18/01/2022 16:00:57;1642521638840;2;18/01/2022 18:00:38;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;3;8;Screen 11;Zone3;response_rating_scale_likert_active;2540;;;Luultavasti en;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
47;1642521657041;18/01/2022 16:00:57;1642521649708;2;18/01/2022 18:00:49;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;3;9;Screen 7;Zone3;response_rating_scale_likert_active;10855;;;Jokseenkin tuttu;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
48;1642521657041;18/01/2022 16:00:57;1642521654142;2;18/01/2022 18:00:54;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;3;10;Screen 8;Zone3;response_rating_scale_likert_active;4424;;;Hyvin kiinnostavana;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
49;1642521657041;18/01/2022 16:00:57;1642521656880;2;18/01/2022 18:00:56;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;3;11;Screen 9;Zone3;response_rating_scale_likert_active;2725.9999999998836;;;Jokseenkin uteliaasti;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
50;1642523543070;18/01/2022 16:32:23;1642523542757;2;18/01/2022 18:32:22;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;4;1;Screen 1;advancementZone;continue_button;1885747;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
51;1642523548101;18/01/2022 16:32:28;1642523548004;2;18/01/2022 18:32:28;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;4;2;Screen 5;Zone3;response_button_image;5219.999999999534;;;SAM_1.6.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
52;1642523552103;18/01/2022 16:32:32;1642523551827;2;18/01/2022 18:32:31;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;4;3;Screen 6;Zone14;response_button_image;3796;;;SAM_2.3.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
53;1642523646836;18/01/2022 16:34:06;1642523646561;2;18/01/2022 18:34:06;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;4;4;Screen 3;Zone3;response_rating_scale_likert;94714;;;Ei epäluotettava eikä luotettava;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
54;1642523646938;18/01/2022 16:34:06;1642523646564;2;18/01/2022 18:34:06;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;4;4;Screen 3;Zone5;response_text_area;94714;;;Kyseessä kirjoittajan mielipide. Kirjoittaja vaikutti koulutuksensa ja asemansa perusteella tietävältä, mutta kirjotus otti kuitenkin kantaa vähän yksipuolisesti.;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
55;1642523646938;18/01/2022 16:34:06;1642523646564;2;18/01/2022 18:34:06;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;4;4;Screen 3;Zone6;continue_button;94714;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
56;1642523649532;18/01/2022 16:34:09;1642523649485;2;18/01/2022 18:34:09;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;4;5;Screen 10;Zone3;response_rating_scale_likert_active;2911;;;Jonkin verran;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
57;1642523655328;18/01/2022 16:34:15;1642523655266;2;18/01/2022 18:34:15;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;4;6;Screen 4;Zone3;response_rating_scale_likert_active;5767;;;Ei vakuuttava;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
58;1642523660067;18/01/2022 16:34:20;1642523660028;2;18/01/2022 18:34:20;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;4;7;Screen 2;Zone3;response_rating_scale_likert_active;4748.999999999534;;;Luultavasti en;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
59;1642523667616;18/01/2022 16:34:27;1642523667574;2;18/01/2022 18:34:27;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;4;8;Screen 11;Zone3;response_rating_scale_likert_active;7533;;;Varmasti en;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
60;1642523673091;18/01/2022 16:34:33;1642523673021;2;18/01/2022 18:34:33;55551;24;task-zryk;;18601561;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;4;9;Screen 7;Zone3;response_rating_scale_likert_active;5434.999999999534;;;Jokseenkin tuttu;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
