Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;ANSWER;Text;Likert;Source;Source_topic;ShowProgressBar
76;1642267244428;15/01/2022 17:20:44;1642267244414;2;15/01/2022 19:20:44;55551;24;task-zryk;;18536629;BLIND;5486645;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;1199x595;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;1;Screen 1;advancementZone;continue_button;15906.900000095367;;;;;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
77;1642267599273;15/01/2022 17:26:39;1642267599082;2;15/01/2022 19:26:39;55551;24;task-zryk;;18536629;BLIND;5486645;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;600x332;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;2;Screen 12;advancementZone;continue_button;354648;;;;;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
78;1642267602417;15/01/2022 17:26:42;1642267602381;2;15/01/2022 19:26:42;55551;24;task-zryk;;18536629;BLIND;5486645;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;600x332;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;3;Screen 2;Zone8;response_button_image;3221.600000143051;;;SAM_1.7.PNG;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
79;1642267604307;15/01/2022 17:26:44;1642267604289;2;15/01/2022 19:26:44;55551;24;task-zryk;;18536629;BLIND;5486645;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;600x332;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;4;Screen 3;Zone14;response_button_image;1840.5;;;SAM_2.3.PNG;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
80;1642267713354;15/01/2022 17:28:33;1642267713326;2;15/01/2022 19:28:33;55551;24;task-zryk;;18536629;BLIND;5486645;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;1199x664;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;5;Screen 4;Zone3;response_rating_scale_likert;109017.70000004768;;;Epäluotettava;;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
81;1642267713445;15/01/2022 17:28:33;1642267713328;2;15/01/2022 19:28:33;55551;24;task-zryk;;18536629;BLIND;5486645;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;1199x664;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;5;Screen 4;Zone5;response_text_area;109017.70000004768;;;Milepidekirjoitus ilmeisen asianosaisen kynästä. Väitteitä ei juurikaan perusteltu ja niitä esitettiin varsin yksipuolisesti.;;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
82;1642267713445;15/01/2022 17:28:33;1642267713329;2;15/01/2022 19:28:33;55551;24;task-zryk;;18536629;BLIND;5486645;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;1199x664;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;5;Screen 4;Zone6;continue_button;109017.70000004768;;;;;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
83;1642267719729;15/01/2022 17:28:39;1642267719699;2;15/01/2022 19:28:39;55551;24;task-zryk;;18536629;BLIND;5486645;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;1199x664;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;6;Screen 5;Zone3;response_rating_scale_likert_active;6346.799999952316;;;Vähän;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
84;1642267721904;15/01/2022 17:28:41;1642267721864;2;15/01/2022 19:28:41;55551;24;task-zryk;;18536629;BLIND;5486645;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;1199x664;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;7;Screen 6;Zone3;response_rating_scale_likert_active;2150.4000000953674;;;Ei vakuuttava;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
85;1642267725520;15/01/2022 17:28:45;1642267725505;2;15/01/2022 19:28:45;55551;24;task-zryk;;18536629;BLIND;5486645;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;1199x664;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;8;Screen 7;Zone3;response_rating_scale_likert_active;3624.2999999523163;;;Varmasti en;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
86;1642267731070;15/01/2022 17:28:51;1642267731052;2;15/01/2022 19:28:51;55551;24;task-zryk;;18536629;BLIND;5486645;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;1199x664;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;9;Screen 8;Zone3;response_rating_scale_likert_active;5533.799999952316;;;Varmasti en;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
87;1642267733567;15/01/2022 17:28:53;1642267733473;2;15/01/2022 19:28:53;55551;24;task-zryk;;18536629;BLIND;5486645;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;1199x664;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;10;Screen 9;Zone3;response_rating_scale_likert_active;2407.5;;;Hyvin tuttu;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
88;1642267734613;15/01/2022 17:28:54;1642267734596;2;15/01/2022 19:28:54;55551;24;task-zryk;;18536629;BLIND;5486645;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;1199x664;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;11;Screen 10;Zone3;response_rating_scale_likert_active;1110.7000000476837;;;Hyvin kiinnostavana;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
89;1642267737074;15/01/2022 17:28:57;1642267737049;2;15/01/2022 19:28:57;55551;24;task-zryk;;18536629;BLIND;5486645;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;1199x664;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;12;Screen 11;Zone3;response_rating_scale_likert_active;2439.399999856949;;;Hyvin uteliaasti;1;0;1;0;;;;;;PDF;;;;;Turve on uusiutuva luonnonvara;1
90;1642267741308;15/01/2022 17:29:01;1642267741286;2;15/01/2022 19:29:01;55551;24;task-zryk;;18536629;BLIND;5486645;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;1199x664;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;13;1;1;Screen 1;Zone2;continue_button;4205.300000190735;;;;;0;1;0;;;;;;Finish;;;;;;
91;1642267741461;15/01/2022 17:29:01;1642267741291;2;15/01/2022 19:29:01;55551;24;task-zryk;;18536629;BLIND;5486645;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;1199x664;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;END TASK;;;;;3107380;;;;;0;1;0;;;;;;;;;;;;
1;1642264701238;15/01/2022 16:38:21;1642264703095;2;15/01/2022 18:38:23;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;BEGIN TASK;;;;;;;;;;0;1;0;;;;;;;;;;;;
2;1642264709282;15/01/2022 16:38:29;1642264711193;2;15/01/2022 18:38:31;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;1;1;1;Screen 1;advancementZone;continue_button;8017.800000190735;;;;;0;1;0;;;;;;Instructions;;;;;;
3;1642264733004;15/01/2022 16:38:53;1642264734923;2;15/01/2022 18:38:54;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;1;1;2;Screen 2;advancementZone;continue_button;23723.699999809265;;;;;0;1;0;;;;;;Instructions;;;;;;
4;1642264739836;15/01/2022 16:38:59;1642264741736;2;15/01/2022 18:39:01;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;1;1;3;Screen 3;advancementZone;continue_button;6806.900000572205;;;;;0;1;0;;;;;;Instructions;;;;;;
5;1642264750665;15/01/2022 16:39:10;1642264752577;2;15/01/2022 18:39:12;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;1;Screen 1;Zone2;response_rating_scale_likert_active;10829.599999427795;;;Varmasti en;1;0;1;0;;;;;;Initial_assessment;;Kuinka todennäköisesti tukisit tätä kansalaisaloitetta?;Varmasti en, Luultavasti en, En osaa sanoa, Luultavasti kyllä, Varmasti kyllä;;;
6;1642264755496;15/01/2022 16:39:15;1642264757418;2;15/01/2022 18:39:17;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;2;1;Screen 1;Zone2;response_rating_scale_likert_active;4830.60000038147;;;Hiukan tuttu;1;0;1;0;;;;;;Initial_assessment;;Kuinka tuttu tämä aihe on sinulle?;Ei ollenkaan tuttu, Hiukan tuttu, Jokseenkin tuttu, Hyvin tuttu, Erittäin tuttu;;;
7;1642264760443;15/01/2022 16:39:20;1642264762364;2;15/01/2022 18:39:22;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;3;1;Screen 1;Zone2;response_rating_scale_likert_active;4909;;;Hiukan kiinnostava;1;0;1;0;;;;;;Initial_assessment;;Kuinka kiinnostava tämän kansalaisaloitteen aihe on mielestäsi?;Ei ollenkaan kiinnostava, Hiukan kiinnostava, Jokseenkin kiinnostava, Hyvin kiinnostava, Erittäin kiinnostava;;;
8;1642264764528;15/01/2022 16:39:24;1642264766459;2;15/01/2022 18:39:26;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;5;4;1;Screen 1;Zone2;response_rating_scale_likert_active;4040.699999809265;;;Hiukan uteliaasti;1;0;1;0;;;;;;Initial_assessment;;Kuinka uteliaasti suhtaudut tämän kansalaisaloitteen aiheeseen?;En ollenkaan uteliaasti, Hiukan uteliaasti, Jokseenkin uteliaasti, Hyvin uteliaasti, Erittäin uteliaasti;;;
9;1642264771876;15/01/2022 16:39:31;1642264773798;2;15/01/2022 18:39:33;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;6;1;1;Screen 1;Zone9;response_button_image;7322.400000572205;;;SAM_1.3.PNG;1;0;1;0;;;;;;SAM1;;;;;;
10;1642264778178;15/01/2022 16:39:38;1642264780097;2;15/01/2022 18:39:40;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;6;1;2;Screen 2;Zone17;response_button_image;6283.900000572205;;;SAM_2.6.PNG;1;0;1;0;;;;;;SAM1;;;;;;
11;1642264935637;15/01/2022 16:42:15;1642264937462;2;15/01/2022 18:42:17;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;1;1;Screen 1;advancementZone;continue_button;157293.9000005722;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
12;1642264942787;15/01/2022 16:42:22;1642264944708;2;15/01/2022 18:42:24;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;1;2;Screen 5;Zone3;response_button_image;7229.099999427795;;;SAM_1.6.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
13;1642264947530;15/01/2022 16:42:27;1642264949459;2;15/01/2022 18:42:29;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;1;3;Screen 6;Zone20;response_button_image;4734.199999809265;;;SAM_2.5.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
14;1642265109152;15/01/2022 16:45:09;1642265110935;2;15/01/2022 18:45:10;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;1;4;Screen 3;Zone3;response_rating_scale_likert;161466.10000038147;;;Luotettava;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
15;1642265109233;15/01/2022 16:45:09;1642265110937;2;15/01/2022 18:45:10;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;1;4;Screen 3;Zone5;response_text_area;161466.10000038147;;;"Kansainvälinen järjestö vastuuhenkilön niim julkaistu, selkeitä viittauksia päätöksiin ja lähteisiin,
Luotettavuutta vähentää sse, että jäjrjestöllä on asia, jota ajaa vahvasti - -toisenlaiset näkemykset voivat jäädä huomioitta";;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
16;1642265109233;15/01/2022 16:45:09;1642265110938;2;15/01/2022 18:45:10;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;1;4;Screen 3;Zone6;continue_button;161466.10000038147;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
17;1642265123265;15/01/2022 16:45:23;1642265125195;2;15/01/2022 18:45:25;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;1;5;Screen 10;Zone3;response_rating_scale_likert_active;14249.79999923706;;;Paljon;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
18;1642265127529;15/01/2022 16:45:27;1642265129455;2;15/01/2022 18:45:29;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;1;6;Screen 4;Zone3;response_rating_scale_likert_active;4253.39999961853;;;Neutraali;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
19;1642265134913;15/01/2022 16:45:34;1642265136833;2;15/01/2022 18:45:36;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;1;7;Screen 2;Zone3;response_rating_scale_likert_active;7371.699999809265;;;Luultavasti en;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
20;1642265150812;15/01/2022 16:45:50;1642265152743;2;15/01/2022 18:45:52;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;1;8;Screen 11;Zone3;response_rating_scale_likert_active;15903.60000038147;;;Varmasti en;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
21;1642265160210;15/01/2022 16:46:00;1642265162114;2;15/01/2022 18:46:02;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;1;9;Screen 7;Zone3;response_rating_scale_likert_active;9365.400000572205;;;Hiukan tuttu;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
22;1642265174426;15/01/2022 16:46:14;1642265176353;2;15/01/2022 18:46:16;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;1;10;Screen 8;Zone3;response_rating_scale_likert_active;14233.400000572205;;;Hiukan kiinnostavana;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
23;1642265177780;15/01/2022 16:46:17;1642265179689;2;15/01/2022 18:46:19;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;1;11;Screen 9;Zone3;response_rating_scale_likert_active;3330.0999994277954;;;Hiukan uteliaasti;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.amnesty.fi/turvetuotanto-on-ajettava-alas-oikeudenmukaisesti/"" target=""_blank""> Turvetuotanto on ajettava alas – oikeudenmukaisesti</a><a href=";Turvetuotanto on ajettava alas – oikeudenmukaisesti;1
24;1642265762458;15/01/2022 16:56:02;1642265764238;2;15/01/2022 18:56:04;55551;24;task-zryk;;18536634;BLIND;5486644;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1876x899;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;2;1;Screen 1;advancementZone;continue_button;584498.5;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
