Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;ANSWER;Image
99;1641972049136;12/01/2022 07:20:49;1641972049087;2;12/01/2022 09:20:49;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;82;31;2;Screen 2;advancementZone;timelimit_screen;250.08799999998882;;;;;0;1;0;;;1;2;2;task2;H;bigHsmallH.png
100;1641972050433;12/01/2022 07:20:50;1641972050396;2;12/01/2022 09:20:50;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;82;31;3;Screen 3;buttonB;response_keyboard;1306.2000000001863;;;H;1;1;0;0;;;;2;2;task2;H;bigHsmallH.png
101;1641972052420;12/01/2022 07:20:52;1641972052388;2;12/01/2022 09:20:52;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;105;32;1;Screen 1;fixation;fixation;2001.4279999999853;;;;;0;1;0;;;;2;2;task2;S;bigSsmallS.png
102;1641972052683;12/01/2022 07:20:52;1641972052638;2;12/01/2022 09:20:52;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;105;32;2;Screen 2;advancementZone;timelimit_screen;250.2490000000107;;;;;0;1;0;;;1;2;2;task2;S;bigSsmallS.png
103;1641972053453;12/01/2022 07:20:53;1641972053412;2;12/01/2022 09:20:53;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;105;32;3;Screen 3;buttonB;response_keyboard;769.8000000007451;;;S;1;1;0;0;;;;2;2;task2;S;bigSsmallS.png
104;1641972055440;12/01/2022 07:20:55;1641972055407;2;12/01/2022 09:20:55;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;109;33;1;Screen 1;fixation;fixation;2001.7139999999781;;;;;0;1;0;;;;2;2;task2;S;bigSsmallS.png
105;1641972055686;12/01/2022 07:20:55;1641972055657;2;12/01/2022 09:20:55;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;109;33;2;Screen 2;advancementZone;timelimit_screen;249.98500000001513;;;;;0;1;0;;;1;2;2;task2;S;bigSsmallS.png
106;1641972056614;12/01/2022 07:20:56;1641972056572;2;12/01/2022 09:20:56;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;109;33;3;Screen 3;buttonB;response_keyboard;911.9000000003725;;;S;1;1;0;0;;;;2;2;task2;S;bigSsmallS.png
107;1641972058598;12/01/2022 07:20:58;1641972058559;2;12/01/2022 09:20:58;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;79;34;1;Screen 1;fixation;fixation;2001.6579999999958;;;;;0;1;0;;;;2;2;task2;S;bigHsmallS.png
108;1641972058857;12/01/2022 07:20:58;1641972058810;2;12/01/2022 09:20:58;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;79;34;2;Screen 2;advancementZone;timelimit_screen;250.34500000000116;;;;;0;1;0;;;1;2;2;task2;S;bigHsmallS.png
109;1641972059458;12/01/2022 07:20:59;1641972059428;2;12/01/2022 09:20:59;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;79;34;3;Screen 3;buttonB;response_keyboard;614.6000000005588;;;S;1;1;0;0;;;;2;2;task2;S;bigHsmallS.png
110;1641972061464;12/01/2022 07:21:01;1641972061429;2;12/01/2022 09:21:01;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;122;35;1;Screen 1;fixation;fixation;2002.2719999999972;;;;;0;1;0;;;;2;2;task2;H;bigSsmallH.png
111;1641972061721;12/01/2022 07:21:01;1641972061678;2;12/01/2022 09:21:01;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;122;35;2;Screen 2;advancementZone;timelimit_screen;249.69700000001467;;;;;0;1;0;;;1;2;2;task2;H;bigSsmallH.png
112;1641972062846;12/01/2022 07:21:02;1641972062804;2;12/01/2022 09:21:02;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;122;35;3;Screen 3;buttonB;response_keyboard;1122;;;H;1;1;0;0;;;;2;2;task2;H;bigSsmallH.png
113;1641972064833;12/01/2022 07:21:04;1641972064798;2;12/01/2022 09:21:04;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;71;36;1;Screen 1;fixation;fixation;2001.8669999999984;;;;;0;1;0;;;;2;2;task2;S;bigHsmallS.png
114;1641972065093;12/01/2022 07:21:05;1641972065049;2;12/01/2022 09:21:05;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;71;36;2;Screen 2;advancementZone;timelimit_screen;249.86100000000442;;;;;0;1;0;;;1;2;2;task2;S;bigHsmallS.png
115;1641972065718;12/01/2022 07:21:05;1641972065676;2;12/01/2022 09:21:05;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;71;36;3;Screen 3;buttonB;response_keyboard;623.2999999998137;;;S;1;1;0;0;;;;2;2;task2;S;bigHsmallS.png
116;1641972067709;12/01/2022 07:21:07;1641972067668;2;12/01/2022 09:21:07;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;108;37;1;Screen 1;fixation;fixation;2001.4279999999853;;;;;0;1;0;;;;2;2;task2;S;bigSsmallS.png
117;1641972067960;12/01/2022 07:21:07;1641972067919;2;12/01/2022 09:21:07;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;108;37;2;Screen 2;advancementZone;timelimit_screen;249.91599999999744;;;;;0;1;0;;;1;2;2;task2;S;bigSsmallS.png
118;1641972068594;12/01/2022 07:21:08;1641972068565;2;12/01/2022 09:21:08;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;108;37;3;Screen 3;buttonB;response_keyboard;642.5;;;S;1;1;0;0;;;;2;2;task2;S;bigSsmallS.png
119;1641972070586;12/01/2022 07:21:10;1641972070554;2;12/01/2022 09:21:10;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;93;38;1;Screen 1;fixation;fixation;2001.6840000000084;;;;;0;1;0;;;;2;2;task2;H;bigHsmallH.png
120;1641972070833;12/01/2022 07:21:10;1641972070805;2;12/01/2022 09:21:10;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;93;38;2;Screen 2;advancementZone;timelimit_screen;249.8179999999993;;;;;0;1;0;;;1;2;2;task2;H;bigHsmallH.png
121;1641972071445;12/01/2022 07:21:11;1641972071405;2;12/01/2022 09:21:11;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;93;38;3;Screen 3;buttonB;response_keyboard;596.5999999996275;;;H;1;1;0;0;;;;2;2;task2;H;bigHsmallH.png
122;1641972073427;12/01/2022 07:21:13;1641972073390;2;12/01/2022 09:21:13;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;90;39;1;Screen 1;fixation;fixation;2001.1870000000054;;;;;0;1;0;;;;2;2;task2;H;bigHsmallH.png
123;1641972073685;12/01/2022 07:21:13;1641972073639;2;12/01/2022 09:21:13;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;90;39;2;Screen 2;advancementZone;timelimit_screen;250.2039999999979;;;;;0;1;0;;;1;2;2;task2;H;bigHsmallH.png
124;1641972074803;12/01/2022 07:21:14;1641972074765;2;12/01/2022 09:21:14;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;90;39;3;Screen 3;buttonB;response_keyboard;1122.199999999255;;;H;1;1;0;0;;;;2;2;task2;H;bigHsmallH.png
125;1641972076809;12/01/2022 07:21:16;1641972076760;2;12/01/2022 09:21:16;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;118;40;1;Screen 1;fixation;fixation;2001.311000000016;;;;;0;1;0;;;;2;2;task2;H;bigSsmallH.png
126;1641972077059;12/01/2022 07:21:17;1641972077009;2;12/01/2022 09:21:17;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;118;40;2;Screen 2;advancementZone;timelimit_screen;250.46199999999953;;;;;0;1;0;;;1;2;2;task2;H;bigSsmallH.png
127;1641972077721;12/01/2022 07:21:17;1641972077677;2;12/01/2022 09:21:17;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;118;40;3;Screen 3;buttonB;response_keyboard;664.2000000001863;;;H;1;1;0;0;;;;2;2;task2;H;bigSsmallH.png
128;1641972079690;12/01/2022 07:21:19;1641972079661;2;12/01/2022 09:21:19;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;74;41;1;Screen 1;fixation;fixation;2001.5279999999912;;;;;0;1;0;;;;2;2;task2;S;bigHsmallS.png
129;1641972079952;12/01/2022 07:21:19;1641972079911;2;12/01/2022 09:21:19;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;74;41;2;Screen 2;advancementZone;timelimit_screen;250.125;;;;;0;1;0;;;1;2;2;task2;S;bigHsmallS.png
130;1641972080495;12/01/2022 07:21:20;1641972080453;2;12/01/2022 09:21:20;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;74;41;3;Screen 3;buttonB;response_keyboard;538.5999999996275;;;S;1;1;0;0;;;;2;2;task2;S;bigHsmallS.png
131;1641972082503;12/01/2022 07:21:22;1641972082447;2;12/01/2022 09:21:22;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;112;42;1;Screen 1;fixation;fixation;2001.8969999999972;;;;;0;1;0;;;;2;2;task2;H;bigSsmallH.png
132;1641972082742;12/01/2022 07:21:22;1641972082697;2;12/01/2022 09:21:22;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;112;42;2;Screen 2;advancementZone;timelimit_screen;250.0580000000191;;;;;0;1;0;;;1;2;2;task2;H;bigSsmallH.png
133;1641972083414;12/01/2022 07:21:23;1641972083389;2;12/01/2022 09:21:23;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;112;42;3;Screen 3;buttonB;response_keyboard;688.6000000005588;;;H;1;1;0;0;;;;2;2;task2;H;bigSsmallH.png
134;1641972085424;12/01/2022 07:21:25;1641972085384;2;12/01/2022 09:21:25;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;95;43;1;Screen 1;fixation;fixation;2001.856999999989;;;;;0;1;0;;;;2;2;task2;H;bigHsmallH.png
135;1641972085675;12/01/2022 07:21:25;1641972085632;2;12/01/2022 09:21:25;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;95;43;2;Screen 2;advancementZone;timelimit_screen;250.03100000001723;;;;;0;1;0;;;1;2;2;task2;H;bigHsmallH.png
136;1641972086241;12/01/2022 07:21:26;1641972086205;2;12/01/2022 09:21:26;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;95;43;3;Screen 3;buttonB;response_keyboard;569.5;;;H;1;1;0;0;;;;2;2;task2;H;bigHsmallH.png
137;1641972088238;12/01/2022 07:21:28;1641972088201;2;12/01/2022 09:21:28;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;75;44;1;Screen 1;fixation;fixation;2001.5879999999888;;;;;0;1;0;;;;2;2;task2;S;bigHsmallS.png
138;1641972088485;12/01/2022 07:21:28;1641972088452;2;12/01/2022 09:21:28;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;75;44;2;Screen 2;advancementZone;timelimit_screen;250.28200000000652;;;;;0;1;0;;;1;2;2;task2;S;bigHsmallS.png
139;1641972089316;12/01/2022 07:21:29;1641972089269;2;12/01/2022 09:21:29;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;75;44;3;Screen 3;buttonB;response_keyboard;813.4000000003725;;;S;1;1;0;0;;;;2;2;task2;S;bigHsmallS.png
140;1641972091295;12/01/2022 07:21:31;1641972091255;2;12/01/2022 09:21:31;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;89;45;1;Screen 1;fixation;fixation;2001.198000000004;;;;;0;1;0;;;;2;2;task2;H;bigHsmallH.png
141;1641972091536;12/01/2022 07:21:31;1641972091504;2;12/01/2022 09:21:31;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;89;45;2;Screen 2;advancementZone;timelimit_screen;250.47199999997974;;;;;0;1;0;;;1;2;2;task2;H;bigHsmallH.png
142;1641972092083;12/01/2022 07:21:32;1641972092045;2;12/01/2022 09:21:32;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;89;45;3;Screen 3;buttonB;response_keyboard;537.4000000003725;;;H;1;1;0;0;;;;2;2;task2;H;bigHsmallH.png
143;1641972094074;12/01/2022 07:21:34;1641972094040;2;12/01/2022 09:21:34;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;78;46;1;Screen 1;fixation;fixation;2001.1760000000068;;;;;0;1;0;;;;2;2;task2;S;bigHsmallS.png
144;1641972094361;12/01/2022 07:21:34;1641972094290;2;12/01/2022 09:21:34;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;78;46;2;Screen 2;advancementZone;timelimit_screen;250.60399999999208;;;;;0;1;0;;;1;2;2;task2;S;bigHsmallS.png
145;1641972095166;12/01/2022 07:21:35;1641972095133;2;12/01/2022 09:21:35;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;78;46;3;Screen 3;buttonB;response_keyboard;839.7000000001863;;;S;1;1;0;0;;;;2;2;task2;S;bigHsmallS.png
146;1641972097167;12/01/2022 07:21:37;1641972097125;2;12/01/2022 09:21:37;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;120;47;1;Screen 1;fixation;fixation;2001.244000000006;;;;;0;1;0;;;;2;2;task2;H;bigSsmallH.png
147;1641972097420;12/01/2022 07:21:37;1641972097376;2;12/01/2022 09:21:37;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;120;47;2;Screen 2;advancementZone;timelimit_screen;250.62200000000303;;;;;0;1;0;;;1;2;2;task2;H;bigSsmallH.png
148;1641972097948;12/01/2022 07:21:37;1641972097909;2;12/01/2022 09:21:37;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;120;47;3;Screen 3;buttonB;response_keyboard;529.7999999998137;;;H;1;1;0;0;;;;2;2;task2;H;bigSsmallH.png
