Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;ANSWER;Image
299;1641972260913;12/01/2022 07:24:20;1641972260879;2;12/01/2022 09:24:20;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;54;35;3;Screen 3;buttonB;response_keyboard;413.5;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallH.png
300;1641972262911;12/01/2022 07:24:22;1641972262881;2;12/01/2022 09:24:22;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;27;36;1;Screen 1;fixation;fixation;2001.783999999985;;;;;0;1;0;;;;1;1;task1;H;bigHsmallH.png
301;1641972263170;12/01/2022 07:24:23;1641972263131;2;12/01/2022 09:24:23;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;27;36;2;Screen 2;advancementZone;timelimit_screen;250.04300000000512;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallH.png
302;1641972263566;12/01/2022 07:24:23;1641972263535;2;12/01/2022 09:24:23;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;27;36;3;Screen 3;buttonB;response_keyboard;400.79999999981374;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallH.png
303;1641972265573;12/01/2022 07:24:25;1641972265533;2;12/01/2022 09:24:25;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;42;37;1;Screen 1;fixation;fixation;2002.1020000000135;;;;;0;1;0;;;;1;1;task1;S;bigSsmallS.png
304;1641972265813;12/01/2022 07:24:25;1641972265784;2;12/01/2022 09:24:25;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;42;37;2;Screen 2;advancementZone;timelimit_screen;250.25500000000466;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallS.png
305;1641972266198;12/01/2022 07:24:26;1641972266151;2;12/01/2022 09:24:26;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;42;37;3;Screen 3;buttonB;response_keyboard;364.09999999962747;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallS.png
306;1641972268186;12/01/2022 07:24:28;1641972268152;2;12/01/2022 09:24:28;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;38;38;1;Screen 1;fixation;fixation;2001.850000000035;;;;;0;1;0;;;;1;1;task1;S;bigSsmallS.png
307;1641972268448;12/01/2022 07:24:28;1641972268402;2;12/01/2022 09:24:28;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;38;38;2;Screen 2;advancementZone;timelimit_screen;249.6809999999823;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallS.png
308;1641972268983;12/01/2022 07:24:28;1641972268943;2;12/01/2022 09:24:28;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;38;38;3;Screen 3;buttonB;response_keyboard;537.7999999998137;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallS.png
309;1641972270982;12/01/2022 07:24:30;1641972270938;2;12/01/2022 09:24:30;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;39;39;1;Screen 1;fixation;fixation;2001.439000000013;;;;;0;1;0;;;;1;1;task1;S;bigSsmallS.png
310;1641972271221;12/01/2022 07:24:31;1641972271188;2;12/01/2022 09:24:31;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;39;39;2;Screen 2;advancementZone;timelimit_screen;250.27399999997579;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallS.png
311;1641972271748;12/01/2022 07:24:31;1641972271703;2;12/01/2022 09:24:31;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;39;39;3;Screen 3;buttonB;response_keyboard;511.29999999981374;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallS.png
312;1641972273731;12/01/2022 07:24:33;1641972273690;2;12/01/2022 09:24:33;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;8;40;1;Screen 1;fixation;fixation;2001.7550000000047;;;;;0;1;0;;;;1;1;task1;H;bigHsmallS.png
313;1641972273978;12/01/2022 07:24:33;1641972273942;2;12/01/2022 09:24:33;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;8;40;2;Screen 2;advancementZone;timelimit_screen;249.67399999999907;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallS.png
314;1641972274572;12/01/2022 07:24:34;1641972274527;2;12/01/2022 09:24:34;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;8;40;3;Screen 3;buttonB;response_keyboard;582.1000000005588;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallS.png
315;1641972276564;12/01/2022 07:24:36;1641972276525;2;12/01/2022 09:24:36;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;48;41;1;Screen 1;fixation;fixation;2001.8300000000163;;;;;0;1;0;;;;1;1;task1;S;bigSsmallH.png
316;1641972276814;12/01/2022 07:24:36;1641972276776;2;12/01/2022 09:24:36;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;48;41;2;Screen 2;advancementZone;timelimit_screen;250.399000000034;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallH.png
317;1641972277330;12/01/2022 07:24:37;1641972277287;2;12/01/2022 09:24:37;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;48;41;3;Screen 3;buttonB;response_keyboard;507.70000000018626;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallH.png
318;1641972279314;12/01/2022 07:24:39;1641972279278;2;12/01/2022 09:24:39;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;4;42;1;Screen 1;fixation;fixation;2001.5360000000219;;;;;0;1;0;;;;1;1;task1;H;bigHsmallS.png
319;1641972279569;12/01/2022 07:24:39;1641972279528;2;12/01/2022 09:24:39;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;4;42;2;Screen 2;advancementZone;timelimit_screen;250.32099999999627;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallS.png
320;1641972280036;12/01/2022 07:24:40;1641972279999;2;12/01/2022 09:24:39;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;4;42;3;Screen 3;buttonB;response_keyboard;467.40000000037253;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallS.png
321;1641972282046;12/01/2022 07:24:42;1641972281997;2;12/01/2022 09:24:41;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;44;43;1;Screen 1;fixation;fixation;2001.3439999999828;;;;;0;1;0;;;;1;1;task1;S;bigSsmallS.png
322;1641972282281;12/01/2022 07:24:42;1641972282247;2;12/01/2022 09:24:42;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;44;43;2;Screen 2;advancementZone;timelimit_screen;250.56500000000233;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallS.png
323;1641972282750;12/01/2022 07:24:42;1641972282711;2;12/01/2022 09:24:42;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;44;43;3;Screen 3;buttonB;response_keyboard;460.29999999981374;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallS.png
324;1641972284733;12/01/2022 07:24:44;1641972284699;2;12/01/2022 09:24:44;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;58;44;1;Screen 1;fixation;fixation;2001.3249999999534;;;;;0;1;0;;;;1;1;task1;S;bigSsmallH.png
325;1641972284983;12/01/2022 07:24:44;1641972284949;2;12/01/2022 09:24:44;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;58;44;2;Screen 2;advancementZone;timelimit_screen;250.69500000000698;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallH.png
326;1641972285364;12/01/2022 07:24:45;1641972285335;2;12/01/2022 09:24:45;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;58;44;3;Screen 3;buttonB;response_keyboard;382.20000000018626;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallH.png
327;1641972287377;12/01/2022 07:24:47;1641972287335;2;12/01/2022 09:24:47;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;9;45;1;Screen 1;fixation;fixation;2002.0720000000438;;;;;0;1;0;;;;1;1;task1;H;bigHsmallS.png
328;1641972287627;12/01/2022 07:24:47;1641972287585;2;12/01/2022 09:24:47;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;9;45;2;Screen 2;advancementZone;timelimit_screen;249.8389999999781;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallS.png
329;1641972288096;12/01/2022 07:24:48;1641972288063;2;12/01/2022 09:24:48;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;9;45;3;Screen 3;buttonB;response_keyboard;475.29999999981374;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallS.png
330;1641972290095;12/01/2022 07:24:50;1641972290053;2;12/01/2022 09:24:50;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;62;46;1;Screen 1;fixation;fixation;2002.011999999988;;;;;0;1;0;;;;1;1;task1;S;bigSsmallH.png
331;1641972290347;12/01/2022 07:24:50;1641972290305;2;12/01/2022 09:24:50;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;62;46;2;Screen 2;advancementZone;timelimit_screen;249.97999999998137;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallH.png
332;1641972290814;12/01/2022 07:24:50;1641972290783;2;12/01/2022 09:24:50;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;62;46;3;Screen 3;buttonB;response_keyboard;475.09999999962747;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallH.png
333;1641972292815;12/01/2022 07:24:52;1641972292773;2;12/01/2022 09:24:52;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;46;47;1;Screen 1;fixation;fixation;2001.545000000042;;;;;0;1;0;;;;1;1;task1;S;bigSsmallS.png
334;1641972293072;12/01/2022 07:24:53;1641972293024;2;12/01/2022 09:24:53;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;46;47;2;Screen 2;advancementZone;timelimit_screen;249.86999999999534;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallS.png
335;1641972293492;12/01/2022 07:24:53;1641972293447;2;12/01/2022 09:24:53;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;46;47;3;Screen 3;buttonB;response_keyboard;419.79999999981374;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallS.png
336;1641972295481;12/01/2022 07:24:55;1641972295441;2;12/01/2022 09:24:55;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;61;48;1;Screen 1;fixation;fixation;2001.6670000000158;;;;;0;1;0;;;;1;1;task1;S;bigSsmallH.png
337;1641972295736;12/01/2022 07:24:55;1641972295691;2;12/01/2022 09:24:55;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;61;48;2;Screen 2;advancementZone;timelimit_screen;249.89199999999255;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallH.png
338;1641972296201;12/01/2022 07:24:56;1641972296167;2;12/01/2022 09:24:56;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;61;48;3;Screen 3;buttonB;response_keyboard;472.5;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallH.png
339;1641972298210;12/01/2022 07:24:58;1641972298162;2;12/01/2022 09:24:58;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;6;49;1;Screen 1;fixation;fixation;2001.8720000000321;;;;;0;1;0;;;;1;1;task1;H;bigHsmallS.png
340;1641972298444;12/01/2022 07:24:58;1641972298410;2;12/01/2022 09:24:58;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;6;49;2;Screen 2;advancementZone;timelimit_screen;250.35499999998137;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallS.png
341;1641972298783;12/01/2022 07:24:58;1641972298752;2;12/01/2022 09:24:58;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;6;49;3;Screen 3;buttonB;response_keyboard;337.8999999994412;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallS.png
342;1641972300788;12/01/2022 07:25:00;1641972300746;2;12/01/2022 09:25:00;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;59;50;1;Screen 1;fixation;fixation;2001.9270000000251;;;;;0;1;0;;;;1;1;task1;S;bigSsmallH.png
343;1641972301034;12/01/2022 07:25:01;1641972300995;2;12/01/2022 09:25:00;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;59;50;2;Screen 2;advancementZone;timelimit_screen;249.6359999999986;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallH.png
344;1641972301553;12/01/2022 07:25:01;1641972301511;2;12/01/2022 09:25:01;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;59;50;3;Screen 3;buttonB;response_keyboard;511.90000000037253;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallH.png
345;1641972303533;12/01/2022 07:25:03;1641972303498;2;12/01/2022 09:25:03;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;26;51;1;Screen 1;fixation;fixation;2002.1169999999693;;;;;0;1;0;;;;1;1;task1;H;bigHsmallH.png
346;1641972303793;12/01/2022 07:25:03;1641972303748;2;12/01/2022 09:25:03;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;26;51;2;Screen 2;advancementZone;timelimit_screen;250.33300000004238;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallH.png
347;1641972304160;12/01/2022 07:25:04;1641972304127;2;12/01/2022 09:25:04;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;26;51;3;Screen 3;buttonB;response_keyboard;375.1000000005588;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallH.png
348;1641972306149;12/01/2022 07:25:06;1641972306117;2;12/01/2022 09:25:06;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;30;52;1;Screen 1;fixation;fixation;2001.673999999999;;;;;0;1;0;;;;1;1;task1;H;bigHsmallH.png
