Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;Array;Answer;Practice_Array
51;1641969819731;12/01/2022 06:43:39;1641969819702;2;12/01/2022 08:43:39;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;372;5;1;Screen 1;content;gonogo;1000.5200000000186;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
52;1641969820734;12/01/2022 06:43:40;1641969820701;2;12/01/2022 08:43:40;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;402;6;1;Screen 1;content;gonogo;1000.8159999999916;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
53;1641969821201;12/01/2022 06:43:41;1641969821174;2;12/01/2022 08:43:41;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;261;7;1;Screen 1;advancementZone;response_keyboard_single;466.1999999997206;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
54;1641969822732;12/01/2022 06:43:42;1641969822703;2;12/01/2022 08:43:42;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;389;8;1;Screen 1;content;gonogo;1000.8450000000012;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
55;1641969823731;12/01/2022 06:43:43;1641969823705;2;12/01/2022 08:43:43;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;386;9;1;Screen 1;content;gonogo;1000.5619999999763;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
56;1641969824732;12/01/2022 06:43:44;1641969824705;2;12/01/2022 08:43:44;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;348;10;1;Screen 1;content;gonogo;1001.252999999997;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
57;1641969825153;12/01/2022 06:43:45;1641969825118;2;12/01/2022 08:43:45;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;169;11;1;Screen 1;advancementZone;response_keyboard_single;407.6999999997206;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
58;1641969826741;12/01/2022 06:43:46;1641969826708;2;12/01/2022 08:43:46;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;426;12;1;Screen 1;content;gonogo;1000.493999999977;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
59;1641969827735;12/01/2022 06:43:47;1641969827708;2;12/01/2022 08:43:47;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;429;13;1;Screen 1;content;gonogo;1001.2190000000119;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
60;1641969828744;12/01/2022 06:43:48;1641969828708;2;12/01/2022 08:43:48;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;363;14;1;Screen 1;content;gonogo;1000.2880000000005;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
61;1641969829255;12/01/2022 06:43:49;1641969829222;2;12/01/2022 08:43:49;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;231;15;1;Screen 1;advancementZone;response_keyboard_single;508.5;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
62;1641969830138;12/01/2022 06:43:50;1641969830101;2;12/01/2022 08:43:50;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;168;16;1;Screen 1;advancementZone;response_keyboard_single;387.70000000018626;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
63;1641969831130;12/01/2022 06:43:51;1641969831094;2;12/01/2022 08:43:51;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;253;17;1;Screen 1;advancementZone;response_keyboard_single;379.79999999981374;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
64;1641969832101;12/01/2022 06:43:52;1641969832078;2;12/01/2022 08:43:52;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;150;18;1;Screen 1;advancementZone;response_keyboard_single;361.79999999981374;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
65;1641969833164;12/01/2022 06:43:53;1641969833142;2;12/01/2022 08:43:53;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;173;19;1;Screen 1;advancementZone;response_keyboard_single;425.10000000009313;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
66;1641969834105;12/01/2022 06:43:54;1641969834070;2;12/01/2022 08:43:54;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;258;20;1;Screen 1;advancementZone;response_keyboard_single;351.60000000009313;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
67;1641969835172;12/01/2022 06:43:55;1641969835142;2;12/01/2022 08:43:55;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;100;21;1;Screen 1;advancementZone;response_keyboard_single;424;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
68;1641969836752;12/01/2022 06:43:56;1641969836715;2;12/01/2022 08:43:56;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;416;22;1;Screen 1;content;gonogo;1000.9230000000098;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
69;1641969837206;12/01/2022 06:43:57;1641969837181;2;12/01/2022 08:43:57;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;151;23;1;Screen 1;advancementZone;response_keyboard_single;460.60000000009313;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
70;1641969838752;12/01/2022 06:43:58;1641969838717;2;12/01/2022 08:43:58;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;377;24;1;Screen 1;content;gonogo;1000.7110000000102;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
71;1641969839167;12/01/2022 06:43:59;1641969839134;2;12/01/2022 08:43:59;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;114;25;1;Screen 1;advancementZone;response_keyboard_single;411.60000000009313;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
72;1641969840752;12/01/2022 06:44:00;1641969840718;2;12/01/2022 08:44:00;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;350;26;1;Screen 1;content;gonogo;1000.8580000000075;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
73;1641969841084;12/01/2022 06:44:01;1641969841054;2;12/01/2022 08:44:01;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;65;27;1;Screen 1;advancementZone;response_keyboard_single;330;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
74;1641969842315;12/01/2022 06:44:02;1641969842286;2;12/01/2022 08:44:02;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;207;28;1;Screen 1;advancementZone;response_keyboard_single;562.3999999999069;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
75;1641969843291;12/01/2022 06:44:03;1641969843118;2;12/01/2022 08:44:03;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;438;29;1;Screen 1;advancementZone;response_keyboard_single;393.1999999997206;;;Go;1;0;1;0;;;;;2;Trials;N.png;No Go;
76;1641969844247;12/01/2022 06:44:04;1641969844214;2;12/01/2022 08:44:04;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;78;30;1;Screen 1;advancementZone;response_keyboard_single;489.09999999962747;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
77;1641969845751;12/01/2022 06:44:05;1641969845723;2;12/01/2022 08:44:05;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;351;31;1;Screen 1;content;gonogo;1000.8960000000079;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
78;1641969846157;12/01/2022 06:44:06;1641969846118;2;12/01/2022 08:44:06;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;398;32;1;Screen 1;advancementZone;response_keyboard_single;389.90000000037253;;;Go;1;0;1;0;;;;;2;Trials;N.png;No Go;
79;1641969847203;12/01/2022 06:44:07;1641969847166;2;12/01/2022 08:44:07;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;172;33;1;Screen 1;advancementZone;response_keyboard_single;438.3000000002794;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
80;1641969848441;12/01/2022 06:44:08;1641969848405;2;12/01/2022 08:44:08;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;248;34;1;Screen 1;advancementZone;response_keyboard_single;675.5;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
81;1641969849762;12/01/2022 06:44:09;1641969849726;2;12/01/2022 08:44:09;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;345;35;1;Screen 1;content;gonogo;1000.734999999986;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
82;1641969850753;12/01/2022 06:44:10;1641969850726;2;12/01/2022 08:44:10;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;381;36;1;Screen 1;content;gonogo;1000.6390000000247;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
83;1641969851754;12/01/2022 06:44:11;1641969851727;2;12/01/2022 08:44:11;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;382;37;1;Screen 1;content;gonogo;1000.6499999999942;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
84;1641969852192;12/01/2022 06:44:12;1641969852166;2;12/01/2022 08:44:12;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;79;38;1;Screen 1;advancementZone;response_keyboard_single;433.79999999981374;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
85;1641969853223;12/01/2022 06:44:13;1641969853182;2;12/01/2022 08:44:13;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;335;39;1;Screen 1;advancementZone;response_keyboard_single;449.70000000018626;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
86;1641969854109;12/01/2022 06:44:14;1641969854070;2;12/01/2022 08:44:14;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;130;40;1;Screen 1;advancementZone;response_keyboard_single;336.79999999981374;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
87;1641969855205;12/01/2022 06:44:15;1641969855166;2;12/01/2022 08:44:15;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;174;41;1;Screen 1;advancementZone;response_keyboard_single;431.5;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
88;1641969856111;12/01/2022 06:44:16;1641969856078;2;12/01/2022 08:44:16;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;125;42;1;Screen 1;advancementZone;response_keyboard_single;343.29999999981374;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
89;1641969857129;12/01/2022 06:44:17;1641969857094;2;12/01/2022 08:44:17;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;201;43;1;Screen 1;advancementZone;response_keyboard_single;357.60000000009313;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
90;1641969858759;12/01/2022 06:44:18;1641969858734;2;12/01/2022 08:44:18;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;242;44;1;Screen 1;content;gonogo;1000.4180000000051;;;No Go;;0;1;0;;;;;2;Trials;H.png;Go;
91;1641969858907;12/01/2022 06:44:18;1641969858870;2;12/01/2022 08:44:18;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;117;45;1;Screen 1;advancementZone;response_keyboard_single;130;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
92;1641969860150;12/01/2022 06:44:20;1641969860118;2;12/01/2022 08:44:20;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;84;46;1;Screen 1;advancementZone;response_keyboard_single;378.79999999981374;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
93;1641969861160;12/01/2022 06:44:21;1641969861118;2;12/01/2022 08:44:21;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;197;47;1;Screen 1;advancementZone;response_keyboard_single;379.39999999990687;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
94;1641969862139;12/01/2022 06:44:22;1641969862110;2;12/01/2022 08:44:22;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;55;48;1;Screen 1;advancementZone;response_keyboard_single;370;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
95;1641969863149;12/01/2022 06:44:23;1641969863110;2;12/01/2022 08:44:23;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;292;49;1;Screen 1;advancementZone;response_keyboard_single;369.39999999990687;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
96;1641969864164;12/01/2022 06:44:24;1641969864126;2;12/01/2022 08:44:24;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;314;50;1;Screen 1;advancementZone;response_keyboard_single;383;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
97;1641969865771;12/01/2022 06:44:25;1641969865739;2;12/01/2022 08:44:25;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;365;51;1;Screen 1;content;gonogo;1001.2789999999804;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
98;1641969866257;12/01/2022 06:44:26;1641969866214;2;12/01/2022 08:44:26;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;203;52;1;Screen 1;advancementZone;response_keyboard_single;470.20000000018626;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
