Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;Array;Answer;Practice_Array
231;1641969999585;12/01/2022 06:46:39;1641969999557;2;12/01/2022 08:46:39;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;50;185;1;Screen 1;advancementZone;response_keyboard_single;704.0999999996275;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
232;1641970000600;12/01/2022 06:46:40;1641970000566;2;12/01/2022 08:46:40;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;341;186;1;Screen 1;advancementZone;response_keyboard_single;712.7000000001863;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
233;1641970001882;12/01/2022 06:46:41;1641970001850;2;12/01/2022 08:46:41;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;364;187;1;Screen 1;content;gonogo;1000.630999999994;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
234;1641970002326;12/01/2022 06:46:42;1641970002293;2;12/01/2022 08:46:42;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;147;188;1;Screen 1;advancementZone;response_keyboard_single;434.90000000037253;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
235;1641970003593;12/01/2022 06:46:43;1641970003550;2;12/01/2022 08:46:43;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;315;189;1;Screen 1;advancementZone;response_keyboard_single;693.7999999998137;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
236;1641970004618;12/01/2022 06:46:44;1641970004574;2;12/01/2022 08:46:44;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;152;190;1;Screen 1;advancementZone;response_keyboard_single;716.7000000001863;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
237;1641970005665;12/01/2022 06:46:45;1641970005621;2;12/01/2022 08:46:45;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;145;191;1;Screen 1;advancementZone;response_keyboard_single;763.5;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
238;1641970006634;12/01/2022 06:46:46;1641970006606;2;12/01/2022 08:46:46;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;52;192;1;Screen 1;advancementZone;response_keyboard_single;747.3999999994412;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
239;1641970007894;12/01/2022 06:46:47;1641970007857;2;12/01/2022 08:46:47;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;414;193;1;Screen 1;content;gonogo;1000.8969999999972;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
240;1641970008329;12/01/2022 06:46:48;1641970008293;2;12/01/2022 08:46:48;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;280;194;1;Screen 1;advancementZone;response_keyboard_single;431.1000000005588;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
241;1641970009331;12/01/2022 06:46:49;1641970009301;2;12/01/2022 08:46:49;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;48;195;1;Screen 1;advancementZone;response_keyboard_single;440.70000000018626;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
242;1641970010519;12/01/2022 06:46:50;1641970010485;2;12/01/2022 08:46:50;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;189;196;1;Screen 1;advancementZone;response_keyboard_single;622.2000000001863;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
243;1641970011501;12/01/2022 06:46:51;1641970011462;2;12/01/2022 08:46:51;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;77;197;1;Screen 1;advancementZone;response_keyboard_single;599.4000000003725;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
244;1641970012571;12/01/2022 06:46:52;1641970012534;2;12/01/2022 08:46:52;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;121;198;1;Screen 1;advancementZone;response_keyboard_single;670.5;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
245;1641970013550;12/01/2022 06:46:53;1641970013518;2;12/01/2022 08:46:53;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;76;199;1;Screen 1;advancementZone;response_keyboard_single;653.7000000001863;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
246;1641970014384;12/01/2022 06:46:54;1641970014350;2;12/01/2022 08:46:54;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;92;200;1;Screen 1;advancementZone;response_keyboard_single;485.20000000018626;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
247;1641970015553;12/01/2022 06:46:55;1641970015518;2;12/01/2022 08:46:55;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;290;201;1;Screen 1;advancementZone;response_keyboard_single;651.6999999992549;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
248;1641970016522;12/01/2022 06:46:56;1641970016486;2;12/01/2022 08:46:56;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;226;202;1;Screen 1;advancementZone;response_keyboard_single;619.2999999998137;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
249;1641970017478;12/01/2022 06:46:57;1641970017446;2;12/01/2022 08:46:57;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;260;203;1;Screen 1;advancementZone;response_keyboard_single;577.2000000001863;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
250;1641970018453;12/01/2022 06:46:58;1641970018422;2;12/01/2022 08:46:58;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;221;204;1;Screen 1;advancementZone;response_keyboard_single;553.4000000003725;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
251;1641970019485;12/01/2022 06:46:59;1641970019454;2;12/01/2022 08:46:59;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;244;205;1;Screen 1;advancementZone;response_keyboard_single;584.7999999998137;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
252;1641970020532;12/01/2022 06:47:00;1641970020502;2;12/01/2022 08:47:00;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;45;206;1;Screen 1;advancementZone;response_keyboard_single;632.2999999998137;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
253;1641970021532;12/01/2022 06:47:01;1641970021494;2;12/01/2022 08:47:01;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;273;207;1;Screen 1;advancementZone;response_keyboard_single;623.1000000005588;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
254;1641970022485;12/01/2022 06:47:02;1641970022453;2;12/01/2022 08:47:02;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;342;208;1;Screen 1;advancementZone;response_keyboard_single;580.2000000001863;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
255;1641970023436;12/01/2022 06:47:03;1641970023397;2;12/01/2022 08:47:03;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;134;209;1;Screen 1;advancementZone;response_keyboard_single;525.3999999994412;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
256;1641970024424;12/01/2022 06:47:04;1641970024381;2;12/01/2022 08:47:04;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;199;210;1;Screen 1;advancementZone;response_keyboard_single;507.5;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
257;1641970025360;12/01/2022 06:47:05;1641970025326;2;12/01/2022 08:47:05;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;229;211;1;Screen 1;advancementZone;response_keyboard_single;452.29999999981374;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
258;1641970026394;12/01/2022 06:47:06;1641970026357;2;12/01/2022 08:47:06;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;425;212;1;Screen 1;advancementZone;response_keyboard_single;482.79999999981374;;;Go;1;0;1;0;;;;;2;Trials;N.png;No Go;
259;1641970027907;12/01/2022 06:47:07;1641970027873;2;12/01/2022 08:47:07;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;442;213;1;Screen 1;content;gonogo;1000.725999999966;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
260;1641970028907;12/01/2022 06:47:08;1641970028873;2;12/01/2022 08:47:08;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;375;214;1;Screen 1;content;gonogo;1001.3940000000293;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
261;1641970029536;12/01/2022 06:47:09;1641970029493;2;12/01/2022 08:47:09;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;47;215;1;Screen 1;advancementZone;response_keyboard_single;614.7999999998137;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
262;1641970030543;12/01/2022 06:47:10;1641970030509;2;12/01/2022 08:47:10;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;217;216;1;Screen 1;advancementZone;response_keyboard_single;631.1000000005588;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
263;1641970031910;12/01/2022 06:47:11;1641970031875;2;12/01/2022 08:47:11;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;428;217;1;Screen 1;content;gonogo;1000.8369999999995;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
264;1641970032384;12/01/2022 06:47:12;1641970032350;2;12/01/2022 08:47:12;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;186;218;1;Screen 1;advancementZone;response_keyboard_single;469.29999999981374;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
265;1641970033917;12/01/2022 06:47:13;1641970033877;2;12/01/2022 08:47:13;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;370;219;1;Screen 1;content;gonogo;1001.0580000000191;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
266;1641970034915;12/01/2022 06:47:14;1641970034878;2;12/01/2022 08:47:14;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;359;220;1;Screen 1;content;gonogo;1000.9829999999492;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
267;1641970035921;12/01/2022 06:47:15;1641970035878;2;12/01/2022 08:47:15;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;374;221;1;Screen 1;content;gonogo;1000.7320000000182;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
268;1641970036921;12/01/2022 06:47:16;1641970036879;2;12/01/2022 08:47:16;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;409;222;1;Screen 1;content;gonogo;1000.3699999999953;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
269;1641970037334;12/01/2022 06:47:17;1641970037309;2;12/01/2022 08:47:17;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;67;223;1;Screen 1;advancementZone;response_keyboard_single;424.29999999981374;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
270;1641970038343;12/01/2022 06:47:18;1641970038309;2;12/01/2022 08:47:18;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;161;224;1;Screen 1;advancementZone;response_keyboard_single;424.59999999962747;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
271;1641970039571;12/01/2022 06:47:19;1641970039533;2;12/01/2022 08:47:19;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;90;225;1;Screen 1;advancementZone;response_keyboard_single;647.0999999996275;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
272;1641970040813;12/01/2022 06:47:20;1641970040773;2;12/01/2022 08:47:20;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;328;226;1;Screen 1;advancementZone;response_keyboard_single;887.3999999994412;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
273;1641970041765;12/01/2022 06:47:21;1641970041725;2;12/01/2022 08:47:21;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;178;227;1;Screen 1;advancementZone;response_keyboard_single;838.5;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
274;1641970042696;12/01/2022 06:47:22;1641970042661;2;12/01/2022 08:47:22;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;313;228;1;Screen 1;advancementZone;response_keyboard_single;773.2999999998137;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
275;1641970043766;12/01/2022 06:47:23;1641970043733;2;12/01/2022 08:47:23;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;81;229;1;Screen 1;advancementZone;response_keyboard_single;844.7000000001863;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
276;1641970044915;12/01/2022 06:47:24;1641970044887;2;12/01/2022 08:47:24;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;109;230;1;Screen 1;content;gonogo;1000.5920000000042;;;No Go;;0;1;0;;;;;2;Trials;T.png;Go;
277;1641970045611;12/01/2022 06:47:25;1641970045573;2;12/01/2022 08:47:25;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;214;231;1;Screen 1;advancementZone;response_keyboard_single;680.5;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
278;1641970046702;12/01/2022 06:47:26;1641970046653;2;12/01/2022 08:47:26;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;249;232;1;Screen 1;advancementZone;response_keyboard_single;761.8999999994412;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
279;1641970047704;12/01/2022 06:47:27;1641970047677;2;12/01/2022 08:47:27;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;228;233;1;Screen 1;advancementZone;response_keyboard_single;785.7000000001863;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
